YearMade;WallType;RoofType;NumOfBedrooms;StovenFuelType;HeatingEquipmentType;HeatingEquipmentAge;NumOfRoomsHeated;FuelUsedForWaterHeating;WaterHeaterSize;AirConditioning;NumOfRoomsCooled;NumOfWindows;TotalSquareHeated;TotalSquareCooled;ElectricityConsumption
1940;Brick;Composition Shingles;2;Natural Gas;Steam or Hot Water System;2-4 Years old;5;Natural Gas;Large;ЛОЖЬ;-1;30;1029;0;3408
1990;Brick;;1;Electricity;Central Warm-Air Furnace;15-19 Years old;3;Electricity;Medium;ИСТИНА;3;20;649;649;5689
1971;Wood;Composition Shingles;4;Electricity;Heat Pump;5-9 Years old;6;Electricity;Large;ИСТИНА;8;42;1402;2893;24115
1963;Wood;Metal;3;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Natural Gas;Medium;ИСТИНА;4;41;1216;1538;18216
1954;Wood;Composition Shingles;4;Electricity;;>20 Years old;-2;Natural Gas;Large;ЛОЖЬ;-1;42;0;0;8215
1920;Siding;Asphalt;3;Natural Gas;Steam or Hot Water System;<2 Years old;7;Natural Gas;Medium;ИСТИНА;-1;42;4328;527;8964
1924;Brick;Asphalt;4;Natural Gas;Central Warm-Air Furnace;15-19 Years old;9;Natural Gas;Medium;ИСТИНА;9;50;2419;2150;7059
1993;Siding;Composition Shingles;2;-;Built-In Electric Units;15-19 Years old;7;Electricity;Large;ИСТИНА;7;41;2166;2166;17901
2004;Stucco;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Medium;ИСТИНА;8;41;1668;1668;16906
1969;Wood;Asphalt;4;-;Built-In Electric Units;>20 Years old;3;Electricity;Large;ИСТИНА;-1;50;757;505;17167
1929;Siding;Asphalt;3;Electricity;Steam or Hot Water System;>20 Years old;6;Fuel Oil;None;ИСТИНА;-1;50;1508;251;5270
1920;Wood;Composition Shingles;2;Electricity;Central Warm-Air Furnace;<2 Years old;4;Electricity;Medium;ИСТИНА;4;30;952;952;11721
1927;Wood;Metal;3;Natural Gas;Heat Pump;5-9 Years old;7;Natural Gas;None;ИСТИНА;7;42;1410;1410;14263
1963;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;15-19 Years old;10;Natural Gas;Large;ИСТИНА;9;42;2656;1721;9189
1955;Siding;Composition Shingles;6;Electricity;Central Warm-Air Furnace;15-19 Years old;10;Electricity;Medium;ИСТИНА;10;41;2320;2320;17003
1976;Siding;Composition Shingles;3;Electricity;Steam or Hot Water System;5-9 Years old;7;Fuel Oil;Large;ИСТИНА;4;50;1899;1899;15323
1976;Siding;Concrete Tiles;3;Electricity;Central Warm-Air Furnace;15-19 Years old;7;Electricity;Small;ИСТИНА;-1;50;1982;280;9792
2000;Stucco;Ceramic or Clay Tiles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Medium;ИСТИНА;6;50;1448;1448;13152
1981;Wood;Composition Shingles;3;Electricity;Built-In Room Heater;10-14 Years old;4;Electricity;Medium;ЛОЖЬ;-1;42;1382;0;5836
1986;Siding;Metal;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;1272;1272;3686
1998;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;41;2663;2663;16143
1960;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;2555;2555;11666
1920;Brick;;1;Natural Gas;Built-In Electric Units;>20 Years old;3;Electricity;Small;ЛОЖЬ;-1;20;411;0;6173
1953;Wood;Wood Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Medium;ЛОЖЬ;-1;41;1517;0;4737
1998;Siding;Asphalt;4;Natural Gas;Central Warm-Air Furnace;10-14 Years old;9;Natural Gas;Medium;ИСТИНА;9;60;2635;2635;11452
2003;Concrete;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Large;ИСТИНА;5;30;1286;1286;12851
1990;Brick;Composition Shingles;3;Electricity;Heat Pump;2-4 Years old;6;Electricity;Medium;ИСТИНА;6;41;2235;2235;23757
1993;Wood;Composition Shingles;3;Electricity;Heat Pump;15-19 Years old;7;Electricity;Medium;ИСТИНА;7;30;1260;1260;13569
1949;Siding;Asphalt;2;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Natural Gas;Large;ИСТИНА;4;41;600;600;10042
1972;Wood;Composition Shingles;4;Natural Gas;Floor or Wall Pipeless Furnace;10-14 Years old;8;Natural Gas;Large;ИСТИНА;-1;30;1800;225;10606
1956;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;42;2290;2290;14779
1990;Siding;;2;Natural Gas;Central Warm-Air Furnace;15-19 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;1359;1359;5428
1930;Other;Asphalt;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Medium;ИСТИНА;-1;30;1680;1260;4769
1975;Siding;Asphalt;2;Electricity;Heat Pump;>20 Years old;4;Electricity;Small;ИСТИНА;4;30;3680;1680;25800
1955;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ИСТИНА;6;41;3502;1833;11802
2005;Siding;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Small;ИСТИНА;4;30;997;997;7450
1970;Wood;;2;Natural Gas;;>20 Years old;-2;Electricity;Large;ИСТИНА;-1;20;0;261;4491
1965;Stucco;;2;Electricity;Central Warm-Air Furnace;2-4 Years old;4;Electricity;None;ИСТИНА;4;30;850;850;5380
2001;Wood;;1;Electricity;Central Warm-Air Furnace;5-9 Years old;2;Electricity;Large;ИСТИНА;2;20;296;296;6199
1977;Brick;Asphalt;4;-;Heat Pump;<2 Years old;8;Electricity;Large;ИСТИНА;8;41;2806;2806;15167
2005;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Medium;ИСТИНА;6;41;1863;1863;19218
1920;Stone;Composition Shingles;2;Electricity;Central Warm-Air Furnace;2-4 Years old;6;Natural Gas;Medium;ИСТИНА;-1;41;3082;1027;5226
1998;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Large;ИСТИНА;6;41;1716;1716;15969
1985;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;4;Natural Gas;Medium;ИСТИНА;3;41;1062;797;6595
1975;Siding;Composition Shingles;2;Electricity;Steam or Hot Water System;<2 Years old;6;Fuel Oil;Small;ИСТИНА;-1;30;2885;1282;6277
1964;Stucco;Slate;3;-;Central Warm-Air Furnace;10-14 Years old;6;Natural Gas;Large;ИСТИНА;6;30;1350;1350;7863
1950;Wood;;1;Electricity;Steam or Hot Water System;<2 Years old;3;Fuel Oil;Large;ИСТИНА;-1;20;830;277;4702
1950;Brick;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Small;ИСТИНА;6;41;1864;1864;4028
1920;Wood;Composition Shingles;3;Other Fuel;Steam or Hot Water System;15-19 Years old;12;Natural Gas;Medium;ИСТИНА;-1;60;7791;1948;2742
1920;Composition;Asphalt;3;Natural Gas;Heating Stove;<2 Years old;9;Natural Gas;Medium;ИСТИНА;-1;50;2456;546;873
1992;Siding;Composition Shingles;3;Electricity;Steam or Hot Water System;15-19 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;3243;3243;4243
1959;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;5-9 Years old;9;Natural Gas;Medium;ИСТИНА;-1;41;1008;168;11341
1974;Siding;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Medium;ИСТИНА;2;30;3238;935;8526
1962;Wood;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;<2 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;963;963;6781
1960;Siding;;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Electricity;Medium;ИСТИНА;6;30;1656;1656;9956
1989;Wood;Composition Shingles;5;-;Central Warm-Air Furnace;<2 Years old;6;Natural Gas;Medium;ЛОЖЬ;-1;50;1511;0;8909
1986;Brick;;1;Electricity;Steam or Hot Water System;>20 Years old;2;Natural Gas;Large;ИСТИНА;-1;30;787;393;1345
1994;Stucco;Ceramic or Clay Tiles;5;Natural Gas;Central Warm-Air Furnace;15-19 Years old;9;Natural Gas;Medium;ИСТИНА;9;60;3292;3292;27651
1990;Brick;Composition Shingles;1;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Electricity;Large;ИСТИНА;3;10;1055;1055;5775
1970;Stucco;;2;Natural Gas;;>20 Years old;-2;Natural Gas;Medium;ИСТИНА;-1;30;0;259;4960
1958;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;<2 Years old;7;Natural Gas;Medium;ИСТИНА;7;42;2744;1829;8520
1959;Concrete;Composition Shingles;3;-;Heat Pump;<2 Years old;6;Propane/LPG;None;ИСТИНА;6;30;2336;2336;29314
1920;Wood;Asphalt;4;Natural Gas;Central Warm-Air Furnace;<2 Years old;8;Natural Gas;Large;ИСТИНА;-1;42;2728;682;5985
1968;Siding;Asphalt;3;Electricity;Built-In Room Heater;>20 Years old;5;Fuel Oil;Medium;ИСТИНА;-1;41;2000;400;5994
1972;Brick;;2;Natural Gas;Steam or Hot Water System;5-9 Years old;4;Natural Gas;Large;ИСТИНА;-1;20;800;400;2705
1987;Siding;Asphalt;4;Propane/LPG;Central Warm-Air Furnace;10-14 Years old;9;Propane/LPG;Small;ИСТИНА;9;41;2031;1039;13273
1980;Brick;;1;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Electricity;Small;ИСТИНА;4;10;646;646;10230
1955;Wood;Composition Shingles;2;Electricity;Built-In Electric Units;10-14 Years old;5;Electricity;Medium;ЛОЖЬ;-1;41;887;0;16979
1989;Wood;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;4;Electricity;Medium;ИСТИНА;4;50;1411;1411;9002
2005;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Medium;ИСТИНА;6;42;1568;1568;20893
1959;Stucco;Composition Shingles;3;-;Central Warm-Air Furnace;>20 Years old;6;Natural Gas;Large;ИСТИНА;4;41;1530;1020;4050
1996;Stucco;;2;Natural Gas;Central Warm-Air Furnace;10-14 Years old;3;Electricity;Medium;ИСТИНА;3;10;1463;1463;3603
1980;Siding;Metal;2;Natural Gas;Central Warm-Air Furnace;15-19 Years old;4;Natural Gas;Small;ЛОЖЬ;-1;30;627;0;4518
1920;Wood;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;6;Natural Gas;Large;ИСТИНА;-1;41;2100;350;7273
1950;Brick;Other;3;-;Steam or Hot Water System;15-19 Years old;5;Natural Gas;Large;ЛОЖЬ;-1;30;1308;0;3160
1947;Wood;Composition Shingles;3;Propane/LPG;Built-In Room Heater;15-19 Years old;7;Electricity;Large;ИСТИНА;-1;41;1075;154;22424
1966;Stucco;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;>20 Years old;7;Electricity;Medium;ИСТИНА;7;41;2016;2016;15944
1970;Brick;Wood Shingles;1;Natural Gas;Central Warm-Air Furnace;>20 Years old;3;Natural Gas;Medium;ИСТИНА;3;30;569;569;6222
2005;Siding;Composition Shingles;3;Electricity;Heat Pump;2-4 Years old;6;Electricity;Medium;ИСТИНА;6;30;2302;2302;14869
2006;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;9;Electricity;Large;ИСТИНА;8;50;3340;2969;23633
1920;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Electricity;Medium;ИСТИНА;-1;42;1869;666;10352
1983;Stucco;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;-1;30;1164;233;8319
1996;Composition;Composition Shingles;3;Electricity;Heat Pump;2-4 Years old;5;Electricity;Large;ИСТИНА;5;30;1296;1296;9305
1976;Brick;Composition Shingles;2;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Small;ИСТИНА;6;30;2432;2432;8807
1993;Wood;Composition Shingles;3;Propane/LPG;Central Warm-Air Furnace;15-19 Years old;10;Electricity;Large;ИСТИНА;10;41;2960;2960;9752
2008;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;<2 Years old;9;Electricity;Medium;ИСТИНА;9;50;3170;3170;23649
1996;Siding;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;10-14 Years old;4;Natural Gas;Large;ИСТИНА;4;41;2835;2190;4182
1991;Siding;Asphalt;6;Electricity;Central Warm-Air Furnace;2-4 Years old;10;Natural Gas;Medium;ИСТИНА;10;41;1858;1858;11986
1950;Stucco;Composition Shingles;3;Natural Gas;Floor or Wall Pipeless Furnace;2-4 Years old;3;Natural Gas;Medium;ЛОЖЬ;-1;41;756;0;2087
1920;Wood;Asphalt;3;Natural Gas;Steam or Hot Water System;>20 Years old;6;Natural Gas;Medium;ЛОЖЬ;-1;50;1344;0;5781
1972;Brick;Composition Shingles;2;Electricity;Central Warm-Air Furnace;15-19 Years old;5;Electricity;Medium;ИСТИНА;5;41;1872;1872;19243
1989;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;8;Natural Gas;Large;ИСТИНА;6;41;1705;848;13438
1970;Stone;;1;Electricity;Central Warm-Air Furnace;<2 Years old;2;Electricity;None;ИСТИНА;2;20;525;525;2725
1975;Stucco;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;20;1490;1490;7748
1980;Siding;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;5;Electricity;Medium;ИСТИНА;5;42;1271;1271;7776
1996;Siding;Metal;3;Electricity;Central Warm-Air Furnace;10-14 Years old;3;Electricity;Medium;ИСТИНА;5;41;638;1064;8779
1954;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;9;Natural Gas;Medium;ИСТИНА;9;41;2732;2732;10809
1935;Brick;;2;Natural Gas;Steam or Hot Water System;15-19 Years old;4;Natural Gas;None;ИСТИНА;-1;20;726;545;3041
1980;Siding;Asphalt;3;Natural Gas;Central Warm-Air Furnace;15-19 Years old;4;Electricity;Small;ЛОЖЬ;-1;41;741;0;1187
1955;Siding;Composition Shingles;1;Electricity;Central Warm-Air Furnace;2-4 Years old;4;Natural Gas;Medium;ИСТИНА;-1;30;1444;144;9837
1997;Composition;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;10-14 Years old;10;Natural Gas;Large;ИСТИНА;10;60;4151;4151;15074
1962;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;2-4 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;2223;2223;10037
1963;Stucco;Composition Shingles;3;Natural Gas;;>20 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;30;0;0;3499
1970;Brick;;1;Electricity;Built-In Electric Units;10-14 Years old;1;Electricity;Large;ИСТИНА;-1;20;306;612;13827
2004;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Natural Gas;Medium;ИСТИНА;5;0;3317;3317;6885
1950;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;15-19 Years old;6;Natural Gas;Medium;ИСТИНА;6;41;1845;1845;10761
1937;Wood;Asphalt;4;Electricity;Central Warm-Air Furnace;>20 Years old;8;Electricity;Large;ИСТИНА;-1;41;3082;809;13667
1920;Siding;Composition Shingles;1;Electricity;Built-In Room Heater;2-4 Years old;2;Natural Gas;Small;ИСТИНА;-1;41;280;280;3463
1980;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Large;ИСТИНА;6;41;980;980;28935
1998;Stucco;;-2;Natural Gas;;10-14 Years old;-2;Natural Gas;Large;ИСТИНА;-1;20;0;527;5345
1965;Wood;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;5-9 Years old;2;Natural Gas;Medium;ИСТИНА;-1;30;400;200;12501
1970;Stucco;;2;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Electricity;Small;ИСТИНА;4;20;1004;1004;4773
1937;Wood;Composition Shingles;2;Electricity;Floor or Wall Pipeless Furnace;15-19 Years old;2;Natural Gas;Medium;ЛОЖЬ;-1;41;644;0;7904
1998;Stucco;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;10-14 Years old;2;Natural Gas;Medium;ЛОЖЬ;-1;20;506;0;3449
1992;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;<2 Years old;10;Natural Gas;Large;ИСТИНА;10;42;2345;2345;13502
1971;Brick;Composition Shingles;4;Natural Gas;Central Warm-Air Furnace;2-4 Years old;8;Natural Gas;Medium;ИСТИНА;8;30;2440;2440;25907
1960;Siding;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;5-9 Years old;8;Natural Gas;Medium;ЛОЖЬ;-1;41;744;0;3115
1978;Wood;;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Electricity;Medium;ИСТИНА;5;20;998;998;15497
1979;Wood;Composition Shingles;2;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Natural Gas;Small;ИСТИНА;4;30;2028;1620;7407
1977;Wood;Composition Shingles;4;-;Steam or Hot Water System;>20 Years old;10;Natural Gas;Medium;ИСТИНА;4;50;3190;923;17002
1980;Siding;Composition Shingles;1;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Electricity;Small;ИСТИНА;4;30;1056;1056;11575
1991;Wood;Ceramic or Clay Tiles;3;Natural Gas;Portable Electric Heaters;2-4 Years old;1;Natural Gas;Medium;ЛОЖЬ;-1;42;317;0;3943
1991;Concrete;Asphalt;4;-;Other Equipment;<2 Years old;9;Electricity;Large;ИСТИНА;9;41;2890;2890;16768
1985;Siding;Composition Shingles;2;Electricity;Heat Pump;>20 Years old;5;Electricity;Medium;ИСТИНА;5;30;1641;1641;10242
1982;Brick;Asphalt;3;Electricity;Heat Pump;>20 Years old;7;Electricity;Large;ИСТИНА;8;41;1185;1355;45837
2005;Brick;Metal;2;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Small;ИСТИНА;4;30;1525;1525;4471
1957;Siding;Asphalt;4;Natural Gas;Steam or Hot Water System;15-19 Years old;7;Natural Gas;Medium;ИСТИНА;-1;41;2518;360;4153
1960;Brick;;1;Electricity;Built-In Electric Units;>20 Years old;3;Electricity;Large;ИСТИНА;-1;20;646;215;8054
1972;Stucco;Composition Shingles;4;Electricity;Central Warm-Air Furnace;>20 Years old;8;Natural Gas;Medium;ИСТИНА;8;42;4452;4452;14798
2005;Brick;Ceramic or Clay Tiles;4;Natural Gas;Central Warm-Air Furnace;5-9 Years old;10;Natural Gas;Large;ИСТИНА;10;60;3343;3343;29667
1989;Stucco;Ceramic or Clay Tiles;4;-;Central Warm-Air Furnace;<2 Years old;8;Electricity;Large;ИСТИНА;8;41;3092;3092;50566
2000;Brick;;3;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Electricity;Medium;ИСТИНА;7;30;1194;1194;11397
1973;Stucco;;-2;Electricity;Central Warm-Air Furnace;15-19 Years old;1;Natural Gas;Large;ИСТИНА;1;20;735;735;2393
1920;Wood;Asphalt;2;Natural Gas;Steam or Hot Water System;2-4 Years old;5;Natural Gas;Medium;ИСТИНА;-1;41;1102;661;2693
2002;Concrete;Composition Shingles;4;Natural Gas;Heat Pump;5-9 Years old;6;Natural Gas;Small;ИСТИНА;3;41;2560;1280;9106
1950;Brick;Asphalt;4;Natural Gas;Central Warm-Air Furnace;>20 Years old;9;Natural Gas;Medium;ИСТИНА;7;41;2627;2236;9916
1968;Stucco;Composition Shingles;4;-;Central Warm-Air Furnace;5-9 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;2035;2035;8892
1950;Brick;Composition Shingles;3;Natural Gas;Central Warm-Air Furnace;2-4 Years old;5;Natural Gas;Medium;ИСТИНА;5;30;1050;1050;11897
1968;Brick;;1;Natural Gas;Steam or Hot Water System;>20 Years old;3;Natural Gas;Large;ИСТИНА;-1;10;754;251;3310
1940;Concrete;;2;Natural Gas;Portable Electric Heaters;<2 Years old;1;Electricity;Small;ИСТИНА;-1;30;99;297;7825
1970;Siding;Metal;3;Electricity;Central Warm-Air Furnace;10-14 Years old;2;Electricity;Large;ИСТИНА;2;30;413;413;14768
1950;Concrete;Ceramic or Clay Tiles;1;Electricity;;Not Applicable;-2;Electricity;Medium;ИСТИНА;-1;30;0;230;8775
1965;Siding;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;5;Natural Gas;Medium;ИСТИНА;5;41;936;936;7425
1996;Stucco;;1;Electricity;Central Warm-Air Furnace;10-14 Years old;3;Natural Gas;Medium;ИСТИНА;3;20;552;552;4404
1940;Concrete;Asphalt;3;-;Floor or Wall Pipeless Furnace;10-14 Years old;3;Natural Gas;Medium;ИСТИНА;-1;50;1262;421;8469
1960;Brick;Wood Shingles;2;Electricity;Central Warm-Air Furnace;5-9 Years old;5;Electricity;Medium;ИСТИНА;5;30;1104;1104;14835
2003;Composition;Composition Shingles;4;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Large;ИСТИНА;6;30;1472;1472;11717
1920;Wood;Metal;2;Electricity;Steam or Hot Water System;>20 Years old;4;Fuel Oil;Small;ЛОЖЬ;-1;42;1060;0;2572
1972;Brick;Composition Shingles;3;-;Central Warm-Air Furnace;<2 Years old;6;Electricity;Medium;ИСТИНА;6;41;3184;1728;764
1971;Siding;Other;2;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Large;ЛОЖЬ;-1;41;784;0;8909
1985;Wood;;1;Electricity;Central Warm-Air Furnace;10-14 Years old;4;Electricity;Large;ЛОЖЬ;-1;20;569;0;10360
1938;Stucco;Composition Shingles;2;Natural Gas;Floor or Wall Pipeless Furnace;>20 Years old;5;Natural Gas;Medium;ЛОЖЬ;-1;41;1070;0;7070
1992;Brick;Asphalt;2;Electricity;Heat Pump;15-19 Years old;7;Electricity;Medium;ИСТИНА;7;41;2200;2200;19271
1962;Siding;Metal;3;Electricity;Central Warm-Air Furnace;5-9 Years old;4;Natural Gas;Medium;ИСТИНА;4;41;1542;1079;10019
1956;Stucco;Composition Shingles;3;Natural Gas;Built-In Room Heater;>20 Years old;5;Natural Gas;Medium;ЛОЖЬ;-1;30;1040;0;6796
1960;Brick;Wood Shingles;5;Electricity;Steam or Hot Water System;<2 Years old;10;Natural Gas;Small;ЛОЖЬ;-1;50;3844;0;8205
1950;Siding;;2;Electricity;Built-In Electric Units;<2 Years old;4;Natural Gas;Large;ИСТИНА;-1;30;742;185;7058
1968;Siding;Asphalt;3;Electricity;Heat Pump;2-4 Years old;9;Electricity;Medium;ИСТИНА;9;50;4031;4031;24271
1960;Brick;Composition Shingles;4;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Natural Gas;Medium;ИСТИНА;7;41;3009;3009;15370
1973;Wood;Composition Shingles;2;Electricity;Steam or Hot Water System;2-4 Years old;12;Propane/LPG;Medium;ЛОЖЬ;-1;50;4136;0;7382
1954;Siding;Composition Shingles;4;Propane/LPG;Built-In Room Heater;<2 Years old;8;Fuel Oil;Medium;ИСТИНА;-1;10;2430;911;7333
1969;Stucco;;-2;Natural Gas;Cooking Stove;5-9 Years old;1;Natural Gas;Large;ИСТИНА;-1;20;663;663;3203
2005;Brick;;2;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Electricity;Large;ИСТИНА;5;42;700;700;4119
1925;Brick;;3;Natural Gas;Steam or Hot Water System;>20 Years old;5;Electricity;Medium;ЛОЖЬ;-1;41;1219;0;2045
1977;Brick;Composition Shingles;3;Electricity;Central Warm-Air Furnace;>20 Years old;6;Electricity;Large;ИСТИНА;6;41;1777;1777;23453
1980;Stucco;Ceramic or Clay Tiles;2;Electricity;;>20 Years old;-2;Natural Gas;Medium;ЛОЖЬ;-1;20;0;0;2334
1991;Brick;Metal;3;Electricity;Heat Pump;15-19 Years old;8;Electricity;Medium;ИСТИНА;8;60;2500;2500;17540
1976;Wood;Metal;2;Natural Gas;Built-In Room Heater;5-9 Years old;3;Natural Gas;Small;ЛОЖЬ;-1;30;885;0;2256
1989;Stucco;Composition Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;7;Electricity;Medium;ИСТИНА;7;41;2028;2028;18779
2002;Brick;;1;Electricity;Central Warm-Air Furnace;5-9 Years old;3;Electricity;Large;ИСТИНА;3;10;596;596;9575
2005;Siding;Composition Shingles;2;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Medium;ИСТИНА;6;41;4052;4052;23630
1960;Wood;Wood Shingles;3;Natural Gas;Portable Electric Heaters;>20 Years old;2;Natural Gas;Medium;ЛОЖЬ;-1;41;545;0;5448
1978;Stucco;Ceramic or Clay Tiles;4;Electricity;Heat Pump;<2 Years old;8;Electricity;Large;ИСТИНА;8;30;1556;1556;22742
1981;Concrete;Ceramic or Clay Tiles;3;Propane/LPG;;5-9 Years old;-2;Electricity;None;ИСТИНА;5;30;0;2028;16758
1920;Siding;Asphalt;3;Electricity;Central Warm-Air Furnace;<2 Years old;4;Natural Gas;Medium;ИСТИНА;4;42;1131;1131;10222
2001;Wood;Composition Shingles;3;Electricity;Central Warm-Air Furnace;5-9 Years old;6;Electricity;Medium;ИСТИНА;-1;41;1232;616;19060
1986;Siding;Composition Shingles;2;Natural Gas;Central Warm-Air Furnace;<2 Years old;5;Electricity;Medium;ИСТИНА;5;41;1370;1370;10910
1980;Stucco;;2;Electricity;Steam or Hot Water System;>20 Years old;5;Natural Gas;Large;ИСТИНА;-1;20;1039;416;3633
1945;Wood;Composition Shingles;5;Electricity;Heat Pump;5-9 Years old;7;Electricity;Small;ИСТИНА;7;42;2820;2820;29360
1992;Wood;Asphalt;3;Electricity;Steam or Hot Water System;10-14 Years old;6;Propane/LPG;Medium;ИСТИНА;6;41;1696;1696;15941
1930;Wood;Asphalt;2;Propane/LPG;Central Warm-Air Furnace;>20 Years old;4;Electricity;Large;ИСТИНА;-1;41;1680;210;4113
1997;Siding;Wood Shingles;3;Electricity;Central Warm-Air Furnace;10-14 Years old;6;Electricity;Large;ИСТИНА;6;41;1920;1920;25087
1978;Stucco;Composition Shingles;3;Electricity;Central Warm-Air Furnace;2-4 Years old;8;Electricity;Large;ИСТИНА;8;41;1354;1354;20666
1990;Siding;Composition Shingles;5;-;Central Warm-Air Furnace;15-19 Years old;10;Natural Gas;Medium;ИСТИНА;10;50;4484;4484;19200
1920;Siding;Asphalt;5;Electricity;Steam or Hot Water System;10-14 Years old;9;Fuel Oil;Medium;ЛОЖЬ;-1;50;2500;0;12568
1946;Brick;;3;Natural Gas;Steam or Hot Water System;10-14 Years old;5;Fuel Oil;Large;ИСТИНА;-1;30;1114;446;8581
2006;Siding;Asphalt;2;Electricity;Central Warm-Air Furnace;2-4 Years old;5;Natural Gas;Medium;ИСТИНА;5;41;1150;1150;5792
1977;Wood;Composition Shingles;4;-;Heating Stove;2-4 Years old;5;Propane/LPG;Large;ИСТИНА;5;41;1649;1649;11682
1970;Brick;;2;Electricity;Central Warm-Air Furnace;>20 Years old;5;Electricity;Small;ИСТИНА;6;20;1134;1361;11158
2004;Concrete;Composition Shingles;4;Electricity;Central Warm-Air Furnace;2-4 Years old;8;Electricity;Medium;ИСТИНА;8;30;2760;2760;11765
